SBSCRN_ACTVTY_KEY,SBSCRN_ID,ACTVTY_TYPE_ID,USED_ACTVTY_TYPE_ID,ACTVTY_DT,ACTVTY_TS,HHLD_ID,PRTY_KEY,PRTY_ID,PARNT_ACCT_KEY,PARNT_ACCT_ID,PARNT_ACCT_NUM,CHILD_ACCT_KEY,CHILD_ACCT_ID,CHILD_ACCT_NUM,VEH_KEY,DVC_KEY,dvc_id,EQMNT_KEY,EQMNT_ID,PLAN_KEY,PLAN_ID,OFR_ID,FROM_PLAN_KEY,FROM_PLAN_ID,FROM_OFR_ID,PROD_KEY,PROD_ID,FROM_PROD_KEY,FROM_PROD_ID,PKG_ID,FROM_PKG_ID,FEAT_ID,AGN_KEY,cust_rep_id,PTNR_ID,LNKD_INET_FL,MRD_TYPE_CD,SBSCR_LIFCYC_KEY,CONV_REP_OWN_SEGMT_KEY,OWNR_TYPE2_KEY,DEACTIVATION_REASON_CODE,TRIAL_ID,SRVC_ID,RENW_ID,FROM_RENW_ID,COLL_SCNRO_ID,SRVC_LVL_PMT_KEY,NONPAY_SRVC_KEY,BILLING_METHOD,FROM_BILLING_METHOD,SLFPAY_TURNOVER_RSN,SLFPAY_TURNOVER_DT,FUTURE_DEACTVN_DT,SCHD_SEASONAL_SUSP_REACTVN_DT,Call_Reason,Call_Disposition,INSE_USER_ID,INSE_TS,UPDT_USER_ID,UPDT_TS,Save_Activity,Deact_Activity_By_Save_Agent,Conversion_Activity_By_Save_Agent,Save_Opportunity_Activity
161,-1.0,161,?,2018-09-24 00:00:00,9/24/18 0:00,5000000000000.0,468104686.0,5000000000000.0,161,48259,4.03E+11,535166243,403000000000.0,4.03E+11,41798,669402362,20600,374,-553.1,7941,161.0,2651,9088,4.09E+11,2552,11983,25368046820,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,161,6864TS,1978,N,Single,12534757072,-2,95,?,42315120,441000000000.0,1463849896,1304944297,?,?,?,Invoice,Invoice,?,?,?,?,161,?,UP_EDWDBA,2018-09-24 00:00:00,UP_EDWDBA,2018-09-24 00:00:00,0,0,0,0
162,406000000000.0,162,?,2014-08-15 00:00:00,8/15/14 0:00,5000000000000.0,33964281.0,5000000000000.0,162,34771,1.14E+11,81668804,114000000000.0,1.14E+11,-1,-1,60461,-1,-1.0,3916,162.0,2137,?,?,?,10303,311000000000,?,?,SIR_AUD_ALLACCESS,?,7,162,2372RT,12170,Y,Linked,377282526,-2,95,?,68976486,406000000000.0,744207097,?,?,?,?,Credit Card,?,?,?,?,?,162,?,UP_EDWDBA,2014-08-15 00:00:00,UP_EDWDBA,2014-08-15 00:00:00,0,0,0,0
163,10822336248.0,163,?,2017-06-15 00:00:00,6/15/17 0:00,5000000000000.0,266254325.0,5000000000000.0,163,16714,1-13956049520,389626410,6067135232.0,1-13956049520,31371,205007029,68867,2594,1668.2,7673,163.0,1642,5362,25368044185,1642,11879,25368042955,7053,25368042955,SIR_AUD_PKG_MM,SIR_AUD_PKG_MM,8,163,2517TB,12162,N,Single,6869012528,-2,7,0,-2,6299055353.0,1021669073,1021669072,4.33E+11,?,50762216,Credit Card,Credit Card,Not Applicable,?,?,?,163,?,UP_EDWDBA,2019-01-19 22:53:00,UP_EDWDBA,2019-03-25 22:08:00,0,0,0,0
164,431000000000.0,164,?,2019-01-23 00:00:00,1/23/19 0:00,5000000000000.0,541446327.0,5000000000000.0,164,1807,1-99683661,482369993,431000000000.0,4.31E+11,122312,764230097,28377,151,-776.1,9956,164.0,1964,9739,4.33E+11,1958,12900,440000000000,12126,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,164,1985AGC,8457,Y,Single,14071595899,-2,95,?,217002715,431000000000.0,1594372260,1542049988,?,?,?,Credit Card,Credit Card,?,?,?,?,164,?,UP_EDWDBA,2019-01-23 00:00:00,UP_EDWDBA,2019-01-23 00:00:00,0,0,0,0
165,444000000000.0,165,?,2019-03-06 00:00:00,3/6/19 0:00,5000000000000.0,675920364.0,5000000000000.0,165,86666,4.44E+11,662818760,444000000000.0,4.44E+11,154155,1015562729,30406,5255,-943.1,9730,165.0,3164,9730,4.32E+11,3164,11396,432000000000,11396,4.32E+11,SIR_DATA_TRVLLNK_TRAF_SEXM,SIR_DATA_TRVLLNK_TRAF_SEXM,2,165,OEMManager,8457,Y,Single,14462580588,-1,95,0,274509899,444000000000.0,1633842463,1633842463,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,165,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
166,451000000000.0,166,?,2019-06-07 00:00:00,6/7/19 0:00,5000000000000.0,679829243.0,5000000000000.0,166,75410,4.34E+11,668680392,434000000000.0,4.34E+11,138948,967085926,70099,5363,4240.2,9915,166.0,2206,8970,4.03E+11,244,13094,438000000000,12049,25368047360,SIR_DATA_TRAFF_PLUS_TRVLLNK_SE,SIR_AUD_ALLACCESS,8,166,1309RLPSS,1978,Y,Single,15240236899,-2,95,?,272107949,451000000000.0,1726249482,1713681173,?,?,?,Credit Card,Credit Card,?,?,?,?,166,?,UP_EDWDBA,2019-06-07 00:00:00,UP_EDWDBA,2019-06-07 00:00:00,0,0,0,0
167,424000000000.0,167,20009,2018-11-30 00:00:00,11/30/18 0:00,5000000000000.0,411278859.0,5000000000000.0,167,56347,4.12E+11,610970626,412000000000.0,4.12E+11,49476,463544701,22411,215,-712.1,8838,167.0,2136,8838,3.09E+11,2136,12113,311000000000,12113,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,167,1457RLPSS,11771,Y,Single,13577650530,-2,7,?,127956797,424000000000.0,1545209611,1397988547,?,?,?,Credit Card,Credit Card,?,?,?,?,167,Save - All Access 6mo for $50.00,up_edwetl_TLD,2018-11-30 00:00:00,up_edwetl_TLD,2018-11-30 00:00:00,1,0,0,1
168,-1.0,168,?,2018-09-29 00:00:00,9/29/18 0:00,5000000000000.0,371851841.0,5000000000000.0,168,23236,1-24208430978,548191572,24208430978.0,1-24208430978,7645,79998891,41983,3843,2917.2,9898,168.0,2243,?,?,?,12636,437000000000,?,?,SIR_AUD_EVT,?,8,168,843QPMIB,12162,N,Single,12579541041,-2,7,?,132304770,446000000000.0,1468476190,?,?,?,?,Credit Card,?,?,?,?,?,168,?,UP_EDWDBA,2018-09-29 00:00:00,UP_EDWDBA,2018-09-29 00:00:00,0,0,0,0
169,428000000000.0,169,?,2017-12-06 00:00:00,12/6/17 0:00,5000000000000.0,237352900.0,5000000000000.0,169,63275,4.21E+11,483017849,421000000000.0,4.21E+11,-1,295201425,103751,3381,2455.2,7718,169.0,2637,7718,25368044365,2637,12044,25368047320,12044,25368047320,SIR_AUD_EVT,SIR_AUD_EVT,8,169,3671AB,12295,N,Single,9810196101,-2,95,0,-2,428000000000.0,1261268015,1261268014,4.38E+11,?,60113662,Invoice,Invoice,Not Applicable,?,1/3/18,?,169,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
170,439000000000.0,170,?,2019-09-18 00:00:00,9/18/19 0:00,5000000000000.0,651450707.0,5000000000000.0,170,81207,4.39E+11,772374167,439000000000.0,4.39E+11,-1,780587885,37123,5023,4091.2,9439,170.0,2564,9084,4.09E+11,2558,10838,419000000000,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,170,617RLPC,12468,Y,Single,16149856858,-2,95,0,-2,439000000000.0,1809461888,1600585979,4.56E+11,?,87997540,Invoice,Invoice,Not Applicable,?,?,?,170,?,UP_EDWETL_TLD,2019-09-19 08:18:00,UP_EDWETL_TLD,2019-09-19 03:32:00,0,0,0,0
171,424000000000.0,171,?,2019-10-09 00:00:00,10/9/19 0:00,5000000000000.0,3240059037.0,5000000000000.0,171,8785,1707463106,700491347,424000000000.0,4.24E+11,97272,695847898,10659,374,-553.1,8342,171.0,1576,8342,25368046873,1576,11883,25368042973,11883,25368042973,SIR_AUD_PKG_MM,SIR_AUD_PKG_MM,8,171,Not Applicable,1978,N,Single,16196738442,-2,7,0,-2,424000000000.0,1881527179,1464606658,4.58E+11,?,90583602,Invoice,Invoice,Not Applicable,?,11/6/19,?,171,?,UP_EDWETL_TLD,2019-10-10 08:25:00,UP_EDWETL_TLD,2019-10-10 03:32:00,0,0,0,0
172,449000000000.0,172,?,2019-01-21 00:00:00,1/21/19 0:00,5000000000000.0,516997824.0,5000000000000.0,172,93276,4.49E+11,646183399,449000000000.0,4.49E+11,9645,98852714,52838,978,52.2,10067,172.0,1607,10067,4.45E+11,1607,13064,445000000000,13064,4.45E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,172,OEMManager,12162,Y,Single,14058361740,-1,1,0,295134648,449000000000.0,1592519900,1592519900,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,172,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
173,-1.0,173,?,2018-03-13 00:00:00,3/13/18 0:00,5000000000000.0,379659081.0,5000000000000.0,173,3871,1-552173230,445846184,381573453.0,1-552173230,12370,210361625,85655,2006,1080.2,9782,173.0,2562,9088,4.09E+11,2552,12314,433000000000,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,173,1809RPH,12162,N,Single,10593190070,-2,7,?,148785633,436000000000.0,1351761873,1135252070,?,?,?,Invoice,Invoice,?,?,?,?,173,?,UP_EDWDBA,2018-03-13 00:00:00,UP_EDWDBA,2018-03-13 00:00:00,0,0,0,0
174,440000000000.0,174,?,2019-08-08 00:00:00,8/8/19 0:00,5000000000000.0,588724274.0,5000000000000.0,174,82256,4.40E+11,769088184,440000000000.0,4.40E+11,-1,-1,64960,-1,-1.0,9643,174.0,2127,9738,4.33E+11,2827,13341,427000000000,13625,4.33E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,174,CUWI,901,Y,Linked,15855062608,-2,284,0,258466248,440000000000.0,-1,-2,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,174,?,UP_EDWDBA,2019-10-04 16:55:00,UP_EDWDBA,2019-10-04 16:55:00,0,0,0,0
175,415000000000.0,175,?,2017-03-19 00:00:00,3/19/17 0:00,5000000000000.0,142432775.0,5000000000000.0,175,38114,1-301142525820,190298133,415000000000.0,4.15E+11,50749,220944785,48253,1432,506.2,6867,175.0,2628,6975,4.10E+11,1437,10553,410000000000,10651,4.10E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,175,717SIM,12170,Y,Single,5358167562,-2,95,?,157053096,415000000000.0,682599336,682599334,?,?,?,Credit Card,Credit Card,?,?,?,?,175,?,UP_EDWDBA,2017-03-19 00:00:00,UP_EDWDBA,2017-03-19 00:00:00,0,0,0,0
176,449000000000.0,176,?,2019-10-25 00:00:00,10/25/19 0:00,5000000000000.0,3275748078.0,5000000000000.0,176,92870,4.49E+11,803341960,449000000000.0,4.49E+11,181269,1086940856,76875,5364,4241.2,8750,176.0,2846,8750,3.07E+11,2846,10126,307000000000,10126,3.07E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,176,OEMManager,12158,Y,Single,16410246308,-1,95,0,294165998,449000000000.0,1922745328,1922745328,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,176,?,UP_EDWETL_COD,2019-10-26 08:43:00,UP_EDWETL_COD,2019-10-26 06:53:00,0,0,0,0
177,408000000000.0,177,?,2016-05-27 00:00:00,?,5000000000000.0,158771466.0,5000000000000.0,177,25404,1.03E+11,142897230,408000000000.0,4.08E+11,45898,56250111,22716,29,-898.1,4139,177.0,2550,8657,3.05E+11,2821,7581,25368047508,10026,3.05E+11,SIR_DATA_TRVLLNK_SE,SIR_DATA_TRVLLNK_SE,8,177,239WN3SS,1978,Y,SINGLE,2187965330,-2,95,0,45230620,408000000000.0,469249905,469249904,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,177,?,up_edwetl_TLD,2019-01-22 18:37:00,up_edwetl_TLD,2019-01-22 18:37:00,0,0,0,0
178,425000000000.0,178,?,2017-08-29 00:00:00,8/29/17 0:00,5000000000000.0,192723301.0,5000000000000.0,178,66230,4.25E+11,442144510,425000000000.0,4.25E+11,118413,291052479,74665,-1,-1.0,8873,178.0,2223,8873,3.11E+11,2821,10811,311000000000,10811,3.11E+11,SIR_DATA_TRVLLNK_TRAF_SEXM,SIR_DATA_TRVLLNK_TRAF_SEXM,8,178,522QCAIB,1978,Y,Single,8360813162,-2,95,0,190776670,425000000000.0,-1,-2,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,178,?,up_edwetl_TLD,2019-01-19 21:20:00,up_edwetl_TLD,2019-01-19 21:20:00,0,0,0,0
197,-1.0,197,?,2016-07-02 00:00:00,7/2/16 0:00,5000000000000.0,5000000000000.0,5000000000000.0,197,47644,4.02E+11,232941309,402000000000.0,4.02E+11,49801,52779556,20401,662,-265.1,4139,197.0,2651,-2,-2,-2,7581,25368047508,-2,-2,SIR_AUD_EVT,Unknown,8,197,17866CB,8457,N,-1,2402542116,-2,95,52,42059331,420000000000.0,448470554,?,-1,-2,-1,Credit Card,?,?,?,?,?,197,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
179,440000000000.0,179,?,2018-03-16 00:00:00,3/16/18 0:00,5000000000000.0,459795280.0,5000000000000.0,179,82102,4.40E+11,522233420,440000000000.0,4.40E+11,54536,794859553,22046,38,-889.1,8859,179.0,2137,8859,3.10E+11,1604,12113,311000000000,12113,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,179,4982DK,2524,Y,Single,10620655384,-2,6,0,258017388,440000000000.0,-1,-2,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,179,?,up_edwetl_TLD,2019-01-19 21:20:00,up_edwetl_TLD,2019-01-19 21:20:00,0,0,0,0
180,434000000000.0,180,?,2020-01-12 00:00:00,1/12/20 0:00,5000000000000.0,3445993537.0,5000000000000.0,180,75889,4.34E+11,601328016,434000000000.0,4.34E+11,125589,-1,36379,-1,-1.0,8970,180.0,244,?,?,?,7202,25368043283,?,?,SIR_AUD_ALLACCESS,?,7,180,1347SNS2,12162,Y,Linked,16973312969,-2,284,?,338851488,434000000000.0,1988425106,?,?,?,?,Credit Card,?,?,?,?,?,180,?,UP_EDWETL_TLD,2020-01-13 08:24:00,UP_EDWETL_TLD,2020-01-13 08:24:00,0,0,0,0
181,-1.0,181,?,2014-04-21 00:00:00,4/21/14 0:00,5000000000000.0,53011947.0,5000000000000.0,181,27344,1.07E+11,62839657,107000000000.0,1.07E+11,20754,26816486,6600,20,-907.1,3158,181.0,2549,3349,25368046805,2526,7581,25368047508,7471,25368047124,SIR_AUD_EVT,SIR_AUD_EVT,8,181,4084TL,1978,N,Single,68750428,-2,95,17,114194200,403000000000.0,64096325,64096323,?,?,?,Credit Card,Credit Card,?,?,?,?,181,?,UP_EDWDBA,2014-04-21 00:00:00,UP_EDWDBA,2014-04-21 00:00:00,0,0,0,0
182,453000000000.0,182,?,2019-05-31 00:00:00,5/31/19 0:00,5000000000000.0,704766062.0,5000000000000.0,182,99297,4.53E+11,729391311,453000000000.0,4.53E+11,-1,-1,65632,-1,-1.0,9738,182.0,2827,9738,4.33E+11,2827,11435,433000000000,11435,4.33E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,182,OEMManager,901,Y,Linked,15174720517,-1,95,0,310456967,453000000000.0,1717221571,1717221571,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,182,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
183,-1.0,183,?,2015-05-02 00:00:00,5/2/15 0:00,5000000000000.0,19672136.0,5000000000000.0,183,19881,1-21392580709,43401802,21392580709.0,1-21392580709,23405,77890880,40542,1967,1041.2,4124,183.0,852,-1,0,5957,10464,407000000000,5859,9000026928,SIR_AUD_EVT,SIR_AUD_EVT,8,183,3998AC,12158,N,Single,290464358,-2,95,?,131840508,21392584037.0,627931541,254116560,?,?,?,Credit Card,Credit Card,?,?,?,?,183,?,UP_EDWDBA,2015-05-02 00:00:00,UP_EDWDBA,2015-05-02 00:00:00,0,0,0,0
184,432000000000.0,184,?,2019-05-24 00:00:00,5/24/19 0:00,5000000000000.0,648437953.0,5000000000000.0,184,73576,4.32E+11,725189048,432000000000.0,4.32E+11,125184,707228113,45204,5363,4240.2,9782,184.0,2562,9782,4.33E+11,2562,13256,433000000000,13256,4.33E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,184,Not Applicable,1978,Y,Single,15047822267,-2,95,0,-2,432000000000.0,1698134538,1698134538,4.53E+11,?,84012026,Invoice,Invoice,Not Applicable,?,6/21/19,?,184,?,UP_EDWETL_TLD,2019-05-25 08:13:00,UP_EDWETL_TLD,2019-05-25 03:33:00,0,0,0,0
185,429000000000.0,185,?,2019-02-16 00:00:00,?,5000000000000.0,671536252.0,5000000000000.0,185,70859,4.29E+11,654040796,429000000000.0,4.29E+11,127474,967470854,87523,5363,4240.2,9088,185.0,2552,8657,3.05E+11,2821,7489,25368047188,10026,3.05E+11,SIR_DATA_TRAFF_PLUS_TRVLLNK_SE,SIR_DATA_TRAFF_PLUS_TRVLLNK_SE,8,185,3114DIN,1978,Y,Single,14294753938,-2,95,0,211486317,429000000000.0,1655851420,1147088966,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,185,?,up_edwetl_TLD,2019-04-17 13:39:00,up_edwetl_TLD,2019-04-17 13:39:00,0,0,0,0
186,435000000000.0,186,?,2019-01-11 00:00:00,1/11/19 0:00,5000000000000.0,5000000000000.0,5000000000000.0,186,18471,1-20209190137,520051257,435000000000.0,4.35E+11,125650,795129864,68855,2356,1430.2,7845,186.0,2635,-2,-2,-2,12044,25368047320,-2,-2,SIR_AUD_EVT,Unknown,8,186,CUWI,12177,Y,-1,13972403483,-2,95,17,236351127,435000000000.0,1534434405,?,4.48E+11,-2,76579905,Credit Card,?,?,?,?,?,186,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
187,305000000000.0,187,?,2017-04-11 00:00:00,4/11/17 0:00,5000000000000.0,88399547.0,5000000000000.0,187,40559,3.05E+11,99330159,305000000000.0,3.05E+11,36080,455096142,17081,63,-864.1,5757,187.0,2645,5791,25368045909,2384,7521,25368047298,7420,25368046948,SIR_AUD_EVT,SIR_AUD_EVT,8,187,root.0.0.0.1,8457,Y,Single,6115491290,-2,95,?,37088114,305000000000.0,419898364,419898363,?,?,?,Invoice,Invoice,?,?,?,?,187,?,UP_EDWDBA,2017-04-11 00:00:00,UP_EDWDBA,2017-04-11 00:00:00,0,0,0,0
188,-1.0,188,?,2010-03-10 00:00:00,3/10/10 0:00,5000000000000.0,11682514.0,5000000000000.0,188,16102,1-12016963543,34065733,5676661886.0,1-12016963543,-1,153027999,85251,2515,1589.2,1168,188.0,8440,?,?,?,5409,9000021673,?,?,SIR_AUD_EVT,?,8,188,120RV,12162,N,Single,485111032,-2,95,?,86912668,5677058702.0,837121223,?,?,?,?,Invoice,?,?,?,?,?,188,?,UP_EDWDBA,2010-03-10 00:00:00,UP_EDWDBA,2010-03-10 00:00:00,0,0,0,0
189,404000000000.0,189,?,2015-11-21 00:00:00,11/21/15 0:00,5000000000000.0,58834961.0,5000000000000.0,189,48144,4.03E+11,178067387,403000000000.0,4.03E+11,-1,98553751,52494,1236,310.2,2742,189.0,2637,2742,25368044365,2637,7527,25368047320,7527,25368047320,SIR_AUD_EVT,SIR_AUD_EVT,8,189,Not Applicable,12295,N,MULTI ,1023611992,-2,95,0,-2,404000000000.0,710992224,710992223,4.19E+11,?,26587085,Credit Card,Credit Card,Not Applicable,?,12/17/15,?,189,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
190,312000000000.0,190,?,2017-10-29 00:00:00,10/29/17 0:00,5000000000000.0,5000000000000.0,5000000000000.0,190,42479,3.07E+11,333985124,307000000000.0,3.07E+11,43982,711799460,57183,2356,1430.2,7805,190.0,2931,-2,-2,-2,11952,25368043519,-2,-2,SIR_AUD_ALLACCESS,Unknown,8,190,web1,12177,Y,-1,9262356517,-2,95,222,138243104,312000000000.0,941890806,941890805,-1,-2,-1,Credit Card,?,?,?,?,?,190,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
191,438000000000.0,191,?,2018-10-09 00:00:00,10/9/18 0:00,5000000000000.0,524441128.0,5000000000000.0,191,79947,4.38E+11,604251706,438000000000.0,4.38E+11,139274,894133838,100698,3129,2203.2,8671,191.0,2853,8671,3.06E+11,2853,10042,306000000000,10042,3.06E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,191,OEMManager,8874,Y,Single,12669602625,-1,95,0,251458991,438000000000.0,1478258167,1478258167,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,191,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
192,309000000000.0,192,?,2016-01-01 00:00:00,1/1/16 0:00,5000000000000.0,7641026.0,5000000000000.0,192,2716,1-222771592,112633633,309000000000.0,3.09E+11,42198,-1,33789,-1,-1.0,4040,192.0,240,3915,3.10E+11,1842,6851,25368042515,10276,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,192,1988RV,1978,Y,LINKED,1329137783,-2,95,?,50156223,309000000000.0,581381765,581381764,?,?,?,Credit Card,Credit Card,?,?,?,?,192,?,UP_EDWDBA,2016-01-01 00:00:00,UP_EDWDBA,2016-01-01 00:00:00,0,0,0,0
193,432000000000.0,193,?,2019-07-06 00:00:00,7/6/19 0:00,5000000000000.0,645272867.0,5000000000000.0,193,72935,4.32E+11,746876427,432000000000.0,4.32E+11,129650,699807693,37711,5364,4241.2,7941,193.0,2651,7941,25368045261,2651,11983,25368046820,11983,25368046820,SIR_AUD_EVT,SIR_AUD_EVT,8,193,Not Applicable,12158,Y,Single,15424134920,-2,95,0,-2,432000000000.0,1742714543,1567597924,4.55E+11,?,86048746,Invoice,Invoice,Not Applicable,?,8/3/19,?,193,?,UP_EDWETL_TLD,2019-07-07 08:19:00,UP_EDWETL_TLD,2019-07-07 03:31:00,0,0,0,0
194,434000000000.0,194,20010,2018-01-17 00:00:00,1/17/18 0:00,5000000000000.0,381427632.0,5000000000000.0,194,10895,2626662476,503391070,434000000000.0,4.34E+11,148253,774495845,73527,2382,1456.2,8858,194.0,1842,8858,3.10E+11,2884,12126,311000000000,12126,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,194,1150AGC,2524,Y,Single,10156176461,-2,95,0,234561255,434000000000.0,-1,-2,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,194,Save - Converted New Trial Radio/Deacted Old,up_edwetl_TLD,2018-01-17 00:00:00,up_edwetl_TLD,2018-01-17 00:00:00,1,0,0,1
195,-1.0,195,?,2011-04-26 00:00:00,4/26/11 0:00,5000000000000.0,21615075.0,5000000000000.0,195,29184,1.09E+11,66838144,109000000000.0,1.09E+11,-1,13304635,2713,911,-16.1,-1,195.0,8723,-1,0,5459,5800,9000026432,5616,9000024906,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,195,2973PH,8457,U,Single,20859448,-2,7,0,104827940,109000000000.0,316302396,19310790,?,?,?,Credit Card,Credit Card,?,?,?,?,195,?,UP_EDWDBA,2011-04-26 00:00:00,UP_EDWDBA,2011-04-26 00:00:00,0,0,0,0
196,-1.0,196,?,2017-12-11 00:00:00,12/11/17 0:00,5000000000000.0,286020769.0,5000000000000.0,196,40950,3.06E+11,478331614,306000000000.0,3.06E+11,49882,77572932,40319,2356,1430.2,9915,196.0,2206,?,?,?,12781,438000000000,?,?,SIR_AUD_EVT,?,8,196,2580AB,12177,N,Single,9851228384,-2,7,?,251118384,425000000000.0,1248619749,?,?,?,?,Credit Card,?,?,?,?,?,196,?,UP_EDWDBA,2017-12-11 00:00:00,UP_EDWDBA,2017-12-11 00:00:00,0,0,0,0
198,432000000000.0,198,?,2017-09-28 00:00:00,9/28/17 0:00,5000000000000.0,49894982.0,5000000000000.0,198,29440,1.09E+11,444065961,109000000000.0,1.09E+11,-1,614516799,94928,3381,2455.2,7718,198.0,2637,7718,25368044365,2637,12044,25368047320,12044,25368047320,SIR_AUD_EVT,SIR_AUD_EVT,8,198,web1,12295,N,Multi ,8963216175,-2,95,0,-2,432000000000.0,1194026870,1194026869,4.36E+11,?,57018712,Credit Card,Credit Card,Not Applicable,?,?,?,198,?,UP_EDWDBA,2019-01-19 22:53:00,UP_EDWDBA,2019-03-25 22:08:00,0,0,0,0
199,412000000000.0,199,?,2016-12-05 00:00:00,12/5/16 0:00,5000000000000.0,69342427.0,5000000000000.0,199,23718,1-24586715122,151598862,412000000000.0,4.12E+11,51409,127353082,69781,1992,1066.2,2837,199.0,2647,2837,25368044749,2647,7447,25368047042,7447,25368047042,SIR_AUD_EVT,SIR_AUD_EVT,8,199,Not Applicable,12158,Y,Single,3659710127,-2,95,0,-2,412000000000.0,1027960244,1027960243,4.29E+11,?,43613136,Invoice,Invoice,Not Applicable,?,1/2/17,?,199,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
200,420000000000.0,200,?,2019-02-10 00:00:00,2/10/19 0:00,5000000000000.0,5000000000000.0,5000000000000.0,200,4513,1-774015506,408509383,420000000000.0,4.20E+11,51202,999167156,89090,-1,-1.0,9178,200.0,2628,-2,-2,-2,12157,410000000000,-2,-2,SIR_AUD_EVT,Unknown,8,200,web1,12173,Y,-1,14228822696,-2,95,222,174484022,420000000000.0,1353894526,1157620804,-1,-2,-1,Credit Card,?,?,?,?,?,200,?,UP_EDWETL_TLD,2019-02-11 00:00:00,up_Edwetl_TLD,2019-02-11 00:00:00,0,0,0,0
201,444000000000.0,201,?,2019-02-14 00:00:00,2/14/19 0:00,5000000000000.0,671129669.0,5000000000000.0,201,86261,4.44E+11,655383311,444000000000.0,4.44E+11,163793,895770276,63961,5378,4255.2,8658,201.0,1598,8658,3.05E+11,1598,7146,25368043159,7146,25368043159,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,201,OEMManager,11771,Y,Single,14280449654,-1,95,0,273047787,444000000000.0,1613974815,1613974815,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,201,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
202,435000000000.0,202,?,2018-08-02 00:00:00,8/2/18 0:00,5000000000000.0,396668070.0,5000000000000.0,202,45509,3.11E+11,581732060,311000000000.0,3.11E+11,4875,445568788,11236,615,-312.1,8858,202.0,1842,9668,4.27E+11,2227,12126,311000000000,10811,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_EVT_SXM,8,202,4229PH,8457,Y,Single,12089078360,-2,7,?,122548711,435000000000.0,1420297055,376175996,?,?,?,Credit Card,Credit Card,?,?,?,?,202,?,UP_EDWDBA,2018-08-02 00:00:00,UP_EDWDBA,2018-08-02 00:00:00,0,0,0,0
